CHROM	MINBP	MAXBP	GENE	mean_log2_expr	sd_log2_expr
22	24540423	24555935	GUCD1	12.0629287690889	0.650395795449692
22	24555958	24582052	SNRPD3	10.087739675222	0.774964768300254
22	24585620	24593208	LRRC75B	6.87964950184499	1.15752809374781
22	24594811	24629005	GGT1	10.3686708173063	0.969017334079123
22	24806169	24927578	SGSM1	5.33184512330636	1.61105456660339
22	24952716	25197448	KIAA1671	5.94433762320985	1.6793570613523
22	25564675	25729294	GRK3	9.8090253345626	1.00612908278956
22	25742144	26031045	MYO18B	3.75305808602509	1.75311571313298
22	26169462	26383597	SEZ6L	3.85062412066682	1.73659267084331
22	26429260	26445015	ASPHD2	7.09216609506425	0.988634393643757
22	26443107	26483931	HPS4	9.12127871680639	0.92290680078917
22	26483877	26494658	SRRD	8.87289949304134	0.645674060870654
22	26491225	26512505	TFIP11	10.4251255596789	0.962572739306681
22	26521996	26596717	TPST2	12.6170731190003	0.931507752338333
22	27748277	27801756	MN1	5.0438719169751	1.18081442352391
22	27851669	27920134	PITPNB	9.75877111968649	0.861687327538054
22	27978014	28679840	TTC28	4.97902912784131	1.10638439939803
22	28687743	28742422	CHEK2	6.8975886021965	1.04410103902059
22	28742039	28757515	HSCB	6.99502629823919	0.835402684179423
22	28772674	28789301	CCDC117	8.88201893983036	1.02473390680549
22	28794555	28800597	XBP1	11.8302688688574	0.871262467101541
22	28883572	29057488	ZNRF3	3.78844738026091	1.23411149653693
22	29073035	29168333	KREMEN1	11.2163429983179	2.28484732861252
22	29205896	29259597	EMID1	6.8931776370457	1.20733325469961
22	29259872	29268209	RHBDD3	8.02355963295186	0.879291998304903
22	29268009	29300525	EWSR1	12.8398372626239	0.728876106543826
22	29306618	29312787	GAS2L1	9.44554317370594	1.30829917715988
22	29312933	29319679	RASL10A	3.93978544624602	1.22497287379393
22	29327680	29388583	AP1B1	11.7307444982138	0.786627266065136
22	29480218	29491390	NEFH	5.53757178404858	1.05661456395279
22	29505879	29555216	THOC5	11.2443492025198	1.21352130861039
22	29554808	29581327	NIPSNAP1	9.44221349843287	0.905261279741638
22	29603556	29698598	NF2	9.04707185408521	0.90653805469619
22	29720003	29731833	CABP7	4.98376378199461	1.457935014099
22	29730956	29767011	ZMAT5	8.83725006157213	1.00953281558958
22	29767369	29770413	UQCR10	10.0569538973747	0.769756140200135
22	29788609	29838304	ASCC2	12.6254043180753	0.711399499711029
22	29883169	30030868	MTMR3	10.4067554435112	1.21817396258195
22	30240453	30246759	LIF	6.63864589644746	4.10954932491388
22	30262829	30266851	OSM	11.4556459032598	1.69461903654315
22	30291990	30326947	TBC1D10A	10.3595032159018	0.8493378722727
22	30331988	30356919	SF3A1	12.5654018957025	0.792731599700851
22	30356635	30378673	CCDC157	5.86295309162243	0.801264931024964
22	30368811	30421771	RNF215	7.92623061451338	0.792710664773141
22	30396941	30425303	SEC14L2	6.97868598912572	1.27226169306252
22	30425623	30429054	MTFP1	9.01153476647391	1.36796949645086
22	30488902	30505711	SEC14L4	4.58099773953059	1.7236997038201
22	30576625	30607083	PES1	9.64616332752402	0.832106915003844
22	30607003	30627271	TCN2	10.0934594316313	1.44844946480117
22	30635781	30669016	SLC35E4	6.26040579583783	0.948038739168024
22	30652051	30667887	DUSP18	7.62013272587854	1.27452732190787
22	30693782	30907824	OSBP2	10.8318691088693	1.26138438842041
22	30925130	30968774	MORC2	9.18364954804491	0.864667010810061
22	30969245	30979395	TUG1	11.2903638121256	0.9592473722174
22	31064105	31104757	SMTN	7.64889586485688	0.754417905324859
22	31104772	31120069	SELENOM	7.24622756807351	1.17802140120081
22	31122731	31134697	INPP5J	3.32757400667711	1.21385759810633
22	31160182	31207019	RNF185	10.1178062844227	0.935166695676737
22	31212239	31280080	LIMK2	13.9530591525834	1.11117306111793
22	31281594	31292534	PIK3IP1	12.2459802402383	0.992501562491739
22	31325804	31346346	PATZ1	8.88747553166786	0.988269021922269
22	31399604	31530634	DRG1	9.49457958625035	0.786912132394273
22	31436977	31496108	EIF4ENIF1	8.88339177229323	0.801664648295502
22	31488688	31618588	SFI1	10.3783915392073	1.04713976651085
22	31618491	31662221	PISD	12.0764011696403	1.64664497530496
22	31676256	31750140	PRR14L	10.3595234329404	1.15683582875261
22	31753867	31908033	DEPDC5	9.00478109440822	0.882442664058124
22	31944522	31957603	YWHAH	11.724431874133	0.828452328191218
22	32190435	32205073	RFPL2	3.34615950524113	1.39216561572512
22	32387582	32412248	RTCB	10.27088180599	0.841037194809456
22	32474676	32498829	FBXO7	14.3063717649216	0.91434832176007
22	32801705	32863041	TIMP3	7.37292764509737	1.2250883682022
22	33162226	33922841	LARGE1	5.68546227028901	1.2206231079192
22	35257452	35295807	HMGXB4	8.07267635819478	1.02199111341259
22	35299275	35347992	TOM1	12.9938637279535	0.864834223571902
22	35380361	35394214	HMOX1	12.6151573620192	1.21814950997077
22	35400134	35425431	MCM5	10.5656610554404	0.932822209641607
22	35606764	35637951	MB	6.79483513809633	2.41580363711001
22	35648446	35668404	APOL6	10.5594118266215	1.1306002012618
22	35738736	36028824	RBFOX2	5.18887362124175	1.09332405950182
22	36140329	36166177	APOL3	10.3395648314707	1.06763903117004
22	36189124	36204840	APOL4	4.6803989882822	1.43653411027836
22	36226209	36239954	APOL2	11.3980851578096	1.07309475069403
22	36253071	36267530	APOL1	9.69319077808437	1.07993736850966
22	36281280	36388010	MYH9	15.3913070321868	0.881580726151285
22	36467046	36481640	TXN2	10.7639223175491	0.780805584116141
22	36487190	36507221	FOXRED2	5.87800432155022	1.13331874260521
22	36510855	36529184	EIF3D	12.4666851417044	0.754633348887315
22	36758202	36776256	IFT27	7.78320541786386	0.879753079639041
22	36800684	36819479	PVALB	4.00840749575988	1.76469343932484
22	36860988	36878017	NCF4	14.6261264166938	1.289461350925
22	36913628	36940439	CSF2RB	13.0701450371292	1.69300463844741
22	37010859	37020183	TST	9.17866714031711	1.3199314721406
22	37019635	37029821	MPST	10.2775605621439	0.770786261302094
22	37051739	37063390	KCTD17	8.41601820770102	0.953954478921518
22	37065436	37109713	TMPRSS6	4.51101194106837	1.54319842204461
22	37118666	37175118	IL2RB	11.7457304181746	2.05304146882069
22	37180166	37199385	C1QTNF6	8.39057628910002	1.11140884933171
22	37204237	37212477	SSTR3	6.69526759094477	1.36544478364671
22	37225270	37259594	RAC2	15.6118050820039	0.81432140103033
22	37282027	37315341	CYTH4	14.5054808381339	1.19246066827937
22	37469063	37486393	MFNG	11.4718595928173	0.963722071476242
22	37490362	37519542	CARD10	3.56111741172054	1.37794941348819
22	37560480	37569405	CDC42EP1	7.00059504567956	1.5158887893281
22	37570248	37582616	LGALS2	5.93498750172695	2.60530240312707
22	37608725	37633564	GGA1	11.5355435950047	0.761178181140437
22	37634654	37656117	SH3BP1	11.5367466004219	0.868707820683241
22	37658723	37666932	PDXP	3.51519069495762	1.06875020811599
22	37675636	37679802	LGALS1	13.0409217940593	0.99770489185523
22	37681673	37693476	NOL12	9.79160761882263	1.0236413995315
22	37697048	37776556	TRIOBP	11.6005437682825	1.16723463942256
22	37807905	37817176	GCAT	6.41284141596527	1.10112030706612
22	37830855	37849327	ANKRD54	8.41658362213222	0.836799504941067
22	37848868	37889407	EIF3L	12.156055636578	0.853963860947329
22	37905657	37942822	MICALL1	9.18360833574331	0.968333038398351
22	38056311	38075701	PICK1	9.3970726089691	0.975760083612864
22	38084652	38111015	BAIAP2L2	5.10785694748067	0.943209230566946
22	38111495	38214778	PLA2G6	10.1756399249428	0.883721009597155
22	38200767	38216507	MAFF	9.59023394013029	1.87529208073645
22	38219291	38273010	TMEM184B	11.0254100916562	0.993812747169394
22	38290691	38318084	CSNK1E	10.2733021925835	1.0913208687933
22	38468078	38483447	KDELR3	3.90050138562694	1.21608273571519
22	38483438	38507660	DDX17	14.5978590787947	0.973080762250894
22	38656636	38673854	CBY1	6.33238181744998	0.923964203795318
22	38681957	38685421	TOMM22	9.778661802605	0.830600796447653
22	38685543	38701556	JOSD1	11.691005737566	1.11673770792376
22	38705742	38738299	GTPBP1	13.5286951474456	1.25127536522779
22	38733290	38794143	SUN2	13.2604137369171	0.930705350598428
22	38778508	38794198	DNAL4	7.69178969601429	1.04837793748145
22	38818452	38844028	NPTXR	7.0738773622143	1.29562480063986
22	38861422	38872249	CBX6	11.0502924297244	0.939182980367322
22	38952741	38992778	APOBEC3A	13.3561963070894	1.34857204746727
22	38982347	38992804	APOBEC3B	7.20992852655545	1.89030430906254
22	39014257	39020352	APOBEC3C	11.2705235417014	0.912685622502363
22	39021113	39033277	APOBEC3D	7.98177635935279	1.22161279141686
22	39040604	39055972	APOBEC3F	7.46447279153841	1.00067800314477
22	39077067	39087743	APOBEC3G	10.4445038613444	0.966112004199478
22	39097224	39104067	APOBEC3H	6.29699487212005	1.3356811056396
22	39120167	39152680	CBX7	10.9432585297389	1.06467373385385
22	39223359	39244982	PDGFB	5.70077300002909	1.08757489514416
22	39312882	39320389	RPL3	15.4071617883172	0.972561127642816
22	39349925	39385575	SYNGR1	8.45568254187642	1.08623144846912
22	39399778	39437060	TAB1	9.61435043008977	0.900514422909575
22	39457012	39492194	MGAT3	6.1381336962181	1.17366678986894
22	39499432	39518132	MIEF1	9.27412480567041	0.990613749600027
22	39519695	39522683	ATF4	12.9184009624151	0.732762498620604
22	39529093	39532761	RPS19BP1	10.4062170591484	0.83517023379586
22	39570753	39689735	CACNA1I	8.42266078976701	1.37181954497861
22	39901084	39973721	GRAP2	10.7840078016638	0.929458841732527
22	39994954	40043534	FAM83F	5.07822550049443	1.11082541529104
22	40044817	40335808	TNRC6B	11.0760665864183	0.893578725845509
22	40346461	40390463	ADSL	9.87600100874948	0.901888372241701
22	40370591	40410289	SGSM3	11.0763401166434	0.862058341213582
22	40769630	40819399	SLC25A17	7.6728125722074	0.887219871491415
22	40824535	40856639	ST13	12.0050456249058	0.752827262682229
22	40857077	40932815	XPNPEP3	7.94479874751944	0.93312590207779
22	40951347	40973309	RBX1	9.66385133467769	0.913588440420885
22	41092592	41180077	EP300	11.392350705361	1.02477696374092
22	41205282	41231271	L3MBTL2	9.37161332790687	0.896404011453414
22	41229510	41240931	CHADL	3.32744134668452	1.10250909060844
22	41244779	41286187	RANGAP1	11.2558779831066	1.06490417304929
22	41301525	41360147	ZC3H7B	9.81481234849245	0.987175799460057
22	41367333	41399326	TEF	6.55730908569333	1.14113543331858
22	41433494	41446801	TOB2	9.398398124281	0.948245530839701
22	41447830	41529273	ACO2	10.3576452861729	0.789338203516829
22	41459717	41468692	PHF5A	8.52075639237723	1.00735258631027
22	41525799	41544606	POLR3H	8.19256957613919	0.929522456360583
22	41561010	41577741	CSDC2	3.56020824752359	1.27437547084837
22	41576900	41589871	PMM1	8.98176108985959	0.801545371878719
22	41598028	41621043	DESI1	10.3539068661215	0.715113072699888
22	41621163	41664048	XRCC6	12.568360441207	0.840839021235488
22	41673933	41690504	SNU13	10.8995171013285	0.826784980684814
22	41699503	41799456	MEI1	9.19678002125178	0.937962036573908
22	41800679	41832164	CCDC134	6.10705269374217	0.982269961348852
22	41833079	41907307	SREBF2	11.2375371886021	0.918317607546373
22	41909543	41915074	SHISA8	3.50914481167415	1.63716058266013
22	41922032	41926806	TNFRSF13C	9.59128519450752	1.49386856488829
22	41938737	41947152	CENPM	6.37406610182851	1.73744423443649
22	41998725	42058456	WBP2NL	3.33107624041304	1.26050051853092
22	42058334	42070842	NAGA	11.0753992142331	0.943166773661868
22	42079691	42084284	SMDT1	9.83362464747345	0.840023171506869
22	42085526	42090884	NDUFA6	9.13826911976047	0.824582149993053
22	42126499	42130865	CYP2D6	5.51178448227118	1.24045117766164
22	42160013	42343616	TCF20	10.0799459493568	0.920655586924889
22	42380407	42432403	NFAM1	13.8982755658695	1.9445723655113
22	42508344	42519796	RRP7A	9.9963394571753	0.898027077879209
22	42553617	42574382	SERHL2	4.40771559569065	1.06595801098313
22	42583721	42614962	POLDIP3	11.6568635972429	0.83307436467725
22	42615730	42720870	CYB5R3	12.363766211651	0.64332307289726
22	42692121	42721298	A4GALT	5.0069602345371	1.79952809938208
22	42796502	42858106	ARFGAP3	10.90715854281	0.928333423460642
22	42835412	43015149	PACSIN2	12.8694488986876	1.0029791155262
22	43039516	43089419	TTLL1	6.46212635550066	0.96117824526135
22	43110750	43129712	BIK	6.6600956521983	1.33205955139829
22	43132209	43143398	MCAT	7.18820573589518	1.10008541080389
22	43151547	43163242	TSPO	14.2920776870733	1.45209598632592
22	43166622	43187134	TTLL12	9.98759408189023	0.926474349363911
22	43197280	43343372	SCUBE1	3.9221650618149	1.17171655304944
22	43955442	44010531	SAMM50	9.33563767683049	0.849411297658803
22	43999211	44172939	PARVB	10.0402948527004	0.803438266376197
22	44172956	44219533	PARVG	12.8058298972452	0.841724434547847
22	44668547	44737681	PRR5	10.207978245372	0.923194626039243
22	44752558	44862788	ARHGAP8	5.14362303210013	1.55389889473573
22	45163925	45188017	NUP50	11.3684773527827	0.971412382713287
22	45192244	45240894	KIAA0930	12.4847643021201	1.25116373104605
22	45284949	45295874	UPK3A	4.45084236478307	1.57184544052272
22	45308968	45341955	FAM118A	9.72661971083728	1.2395690187813
22	45502238	45601135	FBLN1	6.09221978882198	1.26281684159036
22	45671798	45845307	ATXN10	9.95760348337355	0.85086237561093
22	46150521	46243755	PPARA	7.7743915265926	0.87969532498197
22	46244011	46250311	CDPF1	7.27565999299445	0.915261767468763
22	46267961	46294008	TTC38	10.9881798278505	1.04122442130037
22	46296870	46330810	GTSE1	6.00404127863865	1.592711842804
22	46330875	46357340	TRMU	8.76916886324599	0.84590046592244
22	46360834	46537620	CELSR1	5.95963715970239	1.34053245371285
22	46576012	46679790	GRAMD4	9.51140838813499	0.978368868783098
22	46684410	46738252	CERK	11.915047825336	0.913129231956213
22	46762617	47175699	TBC1D22A	10.7708535484072	0.787614572114099
22	49773283	49827873	BRD1	9.60858275208274	1.09149438918519
22	49853844	49890080	ZBED4	8.50693309339445	1.03236025009837
22	49900229	49918438	ALG12	8.48804947293534	0.886655942038555
22	49918167	49927540	CRELD2	9.21914098951433	0.822555835607921
22	49960768	49964072	PIM3	12.5624706657325	0.947015393180335
22	50059391	50085426	MLC1	9.2846242595759	1.61396800023059
22	50170731	50180295	PANX2	9.81107184369056	1.47503510595966
22	50185913	50199598	TRABD	12.6345843000304	0.866965829687042
22	50201011	50217616	SELENOO	10.985264398803	0.849257248713183
22	50217689	50245023	TUBGCP6	11.949425528764	0.915886178205403
22	50245183	50251405	HDAC10	6.2615182416945	0.984139483952971
22	50245450	50261716	MAPK12	6.04850946686126	1.23324020335786
22	50263713	50270767	MAPK11	6.9174683496688	1.15604036118761
22	50274979	50307646	PLXNB2	11.8914510206951	1.03978244679786
22	50309030	50327012	DENND6B	7.92915195589485	0.883370049008874
22	50343304	50445090	PPP6R2	11.3281015901412	0.873859270416331
22	50443219	50483923	SBF1	12.5679344614266	0.869524143973023
22	50481543	50486440	ADM2	5.91354442390564	1.49037404530438
22	50502949	50507702	LMF2	11.8897155983643	0.847045050404851
22	50508224	50524780	NCAPH2	10.0683201407611	0.955214383422207
22	50523568	50526461	SCO2	6.332974978507	1.21927106365493
22	50525752	50530032	TYMP	13.4299440646701	1.1480504514139
22	50529710	50532506	ODF3B	9.72585433995442	1.02425744412851
22	50545899	50551023	KLHDC7B	7.06487868530922	1.18940883688489
22	50568861	50578465	CPT1B	10.9057816520925	0.943857603506839
22	50578959	50601455	CHKB	11.4065464274194	0.776848406442709
22	50600793	50613981	MAPK8IP2	4.02229578388215	1.04767503786689
22	50622754	50628173	ARSA	11.5406836719783	0.882535737160561
22	50674415	50733212	SHANK3	5.14473091124481	1.09789116493077
22	50767501	50783667	RABL2B	8.80965879643423	0.953767936946858
